1500298871;0.01601024;
1500299160;0.01601024;
1500299460;0.01598158;
1500299758;0.01591539;
1500300057;0.01587888;
1500300362;0.01587888;
1500300662;0.01587888;
1500300960;0.01588803;
1500301262;0.01598597;
1500301561;0.01598597;
1500301863;0.01598597;
1500302174;0.01598597;
1500302461;0.01598597;
1500302761;0.01598597;
1500303060;0.01590000;
1500303358;0.01590000;
1500303676;0.01590000;
1500303962;0.01598593;
1500304261;0.01584762;
1500304563;0.01598598;
1500304864;0.01590558;
1500305157;0.01599666;
1500305459;0.01599666;
1500305759;0.01599666;
1500306060;0.01599666;
1500306363;0.01593608;
1500306661;0.01595000;
1500306967;0.01600000;
1500307262;0.01600400;
1500307561;0.01600999;
1500307859;0.01600999;
1500308163;0.01600999;
1500308464;0.01599971;
1500308768;0.01599971;
1500309059;0.01599971;
1500309373;0.01599971;
1500309662;0.01599971;
1500309975;0.01599990;
1500310261;0.01600998;
1500310559;0.01600998;
1500310861;0.01599972;
1500311172;0.01599972;
1500311461;0.01599971;
1500311764;0.01599971;
1500312062;0.01600998;
1500312362;0.01583799;
1500312666;0.01587441;
1500312961;0.01587441;
1500313262;0.01583795;
1500313563;0.01584000;
1500313862;0.01582203;
1500314163;0.01582203;
1500314461;0.01592773;
1500314759;0.01598345;
1500315062;0.01581668;
1500315360;0.01598345;
1500315665;0.01598000;
1500315960;0.01602154;
1500316261;0.01602153;
1500316561;0.01598002;
1500316861;0.01602149;
1500317160;0.01600149;
1500317460;0.01602151;
1500317766;0.01602151;
1500318070;0.01602153;
1500318369;0.01602471;
1500318662;0.01601847;
1500318964;0.01601847;
1500319263;0.01589707;
1500319564;0.01589669;
1500319873;0.01599838;
1500320169;0.01601829;
1500320459;0.01601847;
1500320762;0.01601847;
1500321061;0.01602470;
1500321360;0.01602471;
1500321672;0.01602471;
1500321969;0.01602471;
1500322268;0.01593769;
1500322582;0.01602471;
1500322864;0.01602470;
1500323166;0.01602470;
1500323462;0.01602419;
1500323760;0.01598052;
1500324060;0.01596000;
1500324362;0.01586376;
1500324662;0.01595999;
1500324960;0.01595999;
1500325268;0.01596000;
1500325562;0.01600030;
1500325860;0.01600007;
1500326172;0.01595500;
1500326460;0.01595000;
1500326759;0.01595500;
1500327062;0.01595501;
1500327361;0.01590000;
1500327664;0.01595452;
1500327975;0.01594815;
1500328264;0.01580415;
1500328559;0.01580419;
1500328859;0.01594500;
1500329159;0.01588236;
1500329457;0.01588559;
1500329764;0.01592575;
1500330062;0.01597000;
1500330358;0.01591000;
1500330658;0.01598576;
1500330958;0.01598576;
1500331256;0.01581159;
1500331556;0.01581159;
1500331856;0.01597999;
1500332163;0.01584154;
1500332457;0.01584150;
1500332756;0.01584150;
1500333055;0.01580000;
1500333365;0.01578213;
1500333658;0.01578213;
1500333964;0.01578213;
1500334260;0.01562698;
1500334562;0.01570000;
1500334861;0.01570000;
1500335163;0.01564702;
1500335459;0.01570000;
1500335764;0.01576994;
1500336061;0.01576994;
1500336355;0.01575565;
1500336654;0.01575565;
1500336957;0.01566700;
1500337256;0.01565000;
1500337556;0.01565000;
1500337858;0.01566701;
1500338154;0.01566701;
1500338457;0.01560000;
1500338754;0.01566700;
1500339057;0.01566702;
1500339363;0.01566701;
1500339659;0.01571628;
1500339957;0.01561746;
1500340265;0.01572229;
1500340561;0.01576706;
1500340868;0.01562815;
1500341166;0.01561346;
1500341455;0.01569999;
1500341755;0.01574789;
1500342058;0.01573806;
1500342355;0.01574803;
1500342661;0.01574803;
1500342960;0.01572712;
1500343256;0.01560374;
1500343554;0.01561111;
1500343855;0.01560116;
1500344154;0.01560118;
1500344454;0.01560120;
1500344755;0.01560226;
1500345058;0.01567777;
1500345361;0.01567777;
1500345665;0.01560127;
1500345966;0.01562792;
1500346252;0.01561000;
1500346555;0.01553246;
1500346856;0.01551437;
1500347157;0.01550000;
1500347469;0.01550000;
1500347754;0.01553144;
1500348053;0.01548265;
1500348356;0.01553143;
1500348654;0.01553143;
1500348953;0.01548000;
1500349260;0.01547854;
1500349555;0.01560298;
1500349870;0.01555149;
1500350156;0.01546188;
1500350461;0.01560798;
1500350752;0.01560798;
1500351057;0.01547187;
